e,e
EA,EA
each,各
eager,熱心な
eagerly,熱心に
eagerness,意欲
eagle,イーグル
eaglet,eaglet
ear,耳
eardrum,鼓膜
earl,伯爵
earlier,前
earliest,最古の
earlobe,耳たぶ
early,早い　
earmark,取っておく
earmuff,耳あて
earn,獲得する
earned,獲得
earner,稼ぎ手
earnest,本格的
earnestly,真剣に
earnestness,熱心
earning,収益
earnings,利益
earphone,イヤホン
earplug,耳栓
earring,イヤリング
earshot,聞こえる範囲
earth,地球
earthen,土の
earthenware,土器
earthly,この世の
earthquake,地震
earthwork,土塁
earthworm,ミミズ
earthy,土の
earwax,耳くそ
earwig,ハサミムシ
earworm,イヤーワーム
earwormed,earwormed
ease,楽
easel,イーゼル
easement,地役権
easier,より簡単に
easiest,最も簡単な
easily,簡単に
east,東
Easter,イースター
easterly,イースターリー
eastern,東の
easterner,東欧諸国の人
eastward,東方へ
easy,簡単に
easygoing,のんきな
eat,食べる
eater,食べる人
eatery,食堂
eating,食べること
EAU,EAU
eaves,ひさし
eavesdrop,盗聴する
eavesdropper,盗聴者
eavesdropping,盗聴
eBay,イーベイ
ebb,引き潮
Ebert,エーベルト
Ebola,エボラ出血熱
Ebonics,エボニクス
ebony,黒檀
ebullient,あふれんばかりの
EC,EC
eccentric,常軌を逸している
eccentricity,奇癖
ecclesiastical,教会の
ECG,ECG
echelon,エシュロン
echinoderm,棘皮動物
echo,エコー
echocardiogram,心エコー図
echocardiography,心エコー検査
echoic,反響性の
eclair,エクレア
eclectic,折衷主義の
eclecticism,折衷
eclipse,日食
eclipsed,影が薄く
ECM,ECM
eco,エコ
ecological,生態学的な
ecologically,生態学的に
ecologist,生態学者
ecology,エコロジー
econometric,計量経済学の
economic,経済の
economical,安価な
economically,経済的に
economics,経済学
economist,エコノミスト
economize,倹約する
economy,経済
Econosphere,Econosphere
ecor,のEcoR
ecosystem,エコシステム
ecotourism,エコツーリズム
ecstasy,エクスタシー
ecstatic,恍惚とした
ectocervix,子宮頸膣部
ectoderm,外胚葉
ectodermal,外胚葉性
ectodomain,細胞外ドメイン
ectopic,異所性の
Ecuador,エクアドル
ecumenical,エキュメニカル
eczema,湿疹
ED,ED
Eddie,エディ
eddy,渦
edema,浮腫
Eden,エデン
Edgar,エドガー
edge,エッジ
edgy,神経質な
edible,食用
edict,勅令
edification,啓発
edifice,エディフィス
edify,啓(ひら)く
Edinburgh,エディンバラ
Edison,エジソン
edit,編集
edited,編集済みの
editing,編集
edition,版
editor,編集者
editorial,社説
editorialist,論説委員
editorialize,社説
editorialized,社説
editorially,編集上
Edmonton,エドモントン
Edmund,エドマンド
Edo,江戸
EDTA,EDTA
EDU,EDU
educate,教育する
educated,教養のある
education,教育
educational,教育の
educator,教育者
Edward,エドワード
EE,EE
eec,EEC
EEG,EEG
eek,化粧
eel,ウナギ
eep,チュー
eerie,不気味な
eerily,不気味に
eff,EFF
efface,消す
effect,効果
effected,影響
effective,効果的な
effectively,効果的に
effectiveness,有効性
effector,エフェクター
effectuate,達成する
effeminacy,柔弱
effeminate,女々しい　
efferent,遠心性の
effervescence,泡立ち
effervescent,発泡性の
effete,退廃的な
efficacious,有効な
efficacy,効能
efficiency,効率
efficient,効率的な
efficiently,効率良く
effigy,彫像
efflorescence,開花期
effluent,廃液
efflux,流出
effort,努力
effortless,楽な
effortlessly,楽々と
effrontery,不遜
effulgent,さんぜんと輝く
effusion,流出
effusive,感情むき出しの
eg,例えば
egalitarian,平等主義の
egalitarianism,平等主義
EGFR,EGFR
egg,卵
egghead,インテリ
eggnog,エッグノッグ
eggplant,ナス
eggshell,卵殻
eglantine,イバラ
eglise,教会
ego,自我
egocentric,自己中心的な
egoismo,利己主義の
egoist,エゴイスト
egoistic,利己的
egomaniac,egomaniac
egotism,エゴイズム
egotist,エゴイスト
egregious,とんでもない
egregiously,ひどく
egress,出口
egret,白鷺
Egypt,エジプト
Egyptair,エジプト航空
Egyptian,エジプト人
eh,ええ
EIA,EIA
Eichmann,アイヒマン
eider,ケワタガモ
Eiffel,エッフェル
eight,8
eighteen,18
eighteenth,第18
eighth,第8
eighty,80
Einstein,アインシュタイン
Eisen,エイゼン
Eisenhower,アイゼンハワー
either,どちら
ejaculate,精液
ejaculation,射精
eject,eject
ejection,ejection
eke,やりくりする
EL,EL
elaborate,手の込んだ
elaborated,精緻
elaborately,精巧に
elaboration,推敲
elan,鋭気
elapse,経過する
elastic,エラスティック
elasticity,弾力性
elated,得意の
elation,高揚感
elbow,肘
elder,長老
elderly,高齢者
eldest,最年長の
Eleanor,エレノア
elect,選挙する
election,選挙
elective,選択科目
elector,選挙人
electoral,選挙の
electorate,有権者
electric,電動
electrical,電気
electrically,電気
electrician,電気技師
electricity,電気
electrification,電化
electrify,電気を流す
electro,エレクトロ
electrocardiogram,心電図
electrocute,仕留める
electrocuted,感電
electrocutie,electrocutie
electrocution,感電死
electrode,電極
electrolyte,電解質
electromagnetic,電磁的な
electron,電子
electronic,エレクトロニック
electronically,電子的に
electronics,エレクトロニクス
electrophoresed,電気泳動
electrophoresis,電気泳動
electrophoretic,電気泳動の
electrophysiological,電気生理学的な
electroporated,エレクトロポレーション
electroporation,エレクトロポレーション
electrospray,エレクトロ
electrostatic,静電気の
elegance,エレガンス
elegant,エレガント
elegantly,エレガント
elegiac,エレジー風の
elegy,エレジー
element,元素
elemental,エレメンタル
elementary,エレメンタリー
Elena,エレナ
elephant,象
Eleuthera,エリューセラ島
elevate,高める
elevated,高い　
elevation,elevation
elevator,エレベーター
eleven,11
eleventh,第11
elf,エルフ
elfin,エルフィン
Eli,イーライ
elicit,引き出す
elicited,誘発
elide,省く
eligibility,適格性
eligible,適格
Elijah,エリヤ
eliminate,取り除く
elimination,排除
ELISA,Elisa法
Elisabeth,エリザベート
elision,発音省略
elite,エリート
elitism,エリート主義
elitist,エリート主義の
Elium,Elium
elixir,エリキシル
Elizabeth,エリザベス
Elizabethan,エリザベス女王時代の
elk,ヘラジカ
ell,エル
Ellen,エレン
Elli,エリー
Elliott,エリオット
ellipse,楕円
ellipsis,省略記号
ellipsoid,楕円
elliptical,楕円形の
Ellison,エリソン
