c,c
CA,CA
cab,タクシー
cabal,徒党
caballero,カバレロ
cabana,カバナ
cabaret,キャバレー
cabbage,キャベツ
cabbie,タクシー運転手
cabby,タクシー運転手
Cabernet,カベルネ
cabin,キャビン
cabinet,キャビネット
cable,ケーブル
cacao,カカオ
cache,貯蔵所
cachet,名声
cackle,おしゃべり
CaCl,塩
CaCO,炭酸カルシウム
cacodylate,カコジル酸塩
cacophonous,耳障りな
cacophony,耳障りな音
cactus,サボテン
cad,下劣な男
cadaver,死体
caddie,キャディー
caddy,キャディー
cadence,ケイデンス
cadet,士官候補生
Cadillac,キャデラック
cadmium,カドミウム
cadre,幹部
caenorhabditis,線虫
Caesar,シーザー
cafe,カフェ
cafeteria,カフェテリア
caffeine,カフェイン
caftan,カフタン
CAG,CAG
cage,ケージ
caged,かごに入れられた
cagey,用心深い　
cagily,慎重に
cahoots,共謀
caiman,カイマン
Cain,カイン
cairn,ケルン
Cairo,カイロ
cajole,なだめる
Cajun,ケイジャン
cake,ケーキ
cakewalk,簡単なこと
cal,CAL
calabash,ヒョウタン
calamitous,悲惨な
calamity,災??難
calbindin,カルビンジン
calcareous,石灰質の
calcineurin,カルシニューリン
calcium,カルシウム
calculate,計算する
calculation,計算
calculator,電卓
calculus,微積分学
Calcutta,カルカッタ
caldera,カルデラ
calendar,カレンダー
calf,幼獣
Calgary,カルガリー
caliber,口径
calibrate,調整する
calibration,目盛り測定
calibrator,校正器
calibre,口径
calico,更紗
Calif,カリフォルニア州
California,カリフォルニア州
Californian,カリフォルニアの
caliper,キャリパー
Caliph,カリフ
Caliphate,カリフの地位
call,コー??ル
calla,カラ
Calle,カーレ(ベニス)
called,と呼ばれる
caller,呼び出し側
calligrapher,書道家
calligraphic,能書の
calligraphy,書道
calling,呼び出し
calliphora,calliphora
callosum,脳梁
callous,冷淡な
callously,無情に
callow,キャロウ
callus,カルス
calm,穏やかな
calmer,穏やか
calming,心を落ち着かせる
calmly,静かに
calmness,静けさ
calmodulin,カルモジュリン
caloric,カロリーの
calorie,カロリー
Caltech,カリフォルニア工科大学
calumny,中傷
Calvin,カルバン
calypso,カリプソ
calyx,花の萼(ガク)
cam,カム
camaraderie,仲間意識
Cambodia,カンボジア
Cambodian,カンボジアの
Cambridge,ケンブリッジ
camcorder,ビデオカメラ
camel,ラクダ
camellia,ツバキ
cameo,カメオ
camera,カメラ
cameraman,カメラマン
Cameron,キャメロン
Cameroon,カメルーン
Camii,ジャミイ
CaMKII,CaMKIIの
camouflage,カモフラージュ
camp,キャンプ
campaign,キャンペーン
campaigner,運動家
campaigning,キャンペーン
campanile,鐘楼
Campbell,キャンベル
camper,キャンピングカー
campfire,キャンプファイア
campground,キャンプ場
camphor,樟脳
camping,キャンプ
campsite,キャンプ場
camptothecin,カンプトテシン
campus,キャンパス
campy,同性愛の
can,缶
Canaan,カナン
Canada,カナダ
Canadian,カナダの
canal,運河
canalyze,canalyze
canard,カナード
Canaria,カナリア
Canarian,カナリア諸島
Canary,カナリア島
Canberra,キャンベラ
cancel,キャンセル
cancellation,キャンセル
cancelled,キャンセル
cancer,癌
cancerous,がん(性)の
cand,CAND
candelabrum,枝付き燭台
candid,率直な
candida,カンジダ
candidacy,立候補
candidate,候補者
Candide,キャンディード
candidiasis,カンジダ症
candidly,率直に
candied,砂糖漬けの
candle,キャンドル
candlelight,キャンドルライト
candlestick,燭台
candor,率直
candy,キャンディ
cane,杖
canine,イヌ
canister,キャニスター
canna,カンナ
cannabinoid,カンナビノイド
cannabis,大麻
canned,缶詰
cannery,缶詰工場
cannibal,人食い人種
cannibalism,共食い
cannibalize,流用する
canning,缶詰
cannon,大砲
cannonball,砲弾
cannot,できない
cannula,カニューレ
canny,抜け目のない
canoe,カヌー
canon,カノン
canonical,標準的な
canonization,列聖
canonize,canonize
canonized,列聖
canopy,キャノピー
cant,傾斜
cantaloupe,マスクメロン
cantankerous,気難しい　
cantata,カンタータ
canteen,水筒
canter,キャンター
Canterbury,カンタベリー
canto,カント
canton,カントン
Cantonese,広東語
cantor,カントール
canvas,キャンバス
canvass,キャンバス
canyon,峡谷
cap,キャップ
capability,能力
capable,できる
capacious,容量が大きい　
capacitance,キャパシタンス
capacitor,コンデンサ
capacity,容量
cape,岬
Capella,カペラ
caper,ケイパー
capillary,毛細血管
capita,頭割り
capital,首都
capitalism,資本主義
capitalist,資本家
capitalistic,資本主義的な
capitalization,資本化
capitalize,利用する
Capitol,キャピトル
capitulate,降伏する
capitulation,降伏
capitulum,小頭
Capone,カポネ
capote,カポーティ
cappuccino,カプチーノ
caprice,気まぐれ
capricious,気まぐれな
Capricorn,山羊座
capsaicin,カプサイシン
capsid,カプシド
capstan,キャプスタン
capsular,カプセルに入った
capsule,カプセル
captain,キャプテン
caption,キャプション
captivate,魅了する
captivated,魅了
captivating,魅惑的な
captive,キャプティブ
captivity,監禁
captor,逮捕者
capture,キャプチャー
capuchin,オマキザル
caput,頭
Caputo,カプト
capybara,カピバラ
car,車
carafe,カラフ
caramel,カラメル
carat,カラット
caravan,キャラバン
caravel,カラベル
carb,炭水化物
carbenoxolone,カルベノキソロン
carbide,カーバイド
carbine,カービン
carbocation,カルボカチオン
carbohydrate,炭水化物
